# Document parsed from: Master_List_for_Atlas_Copco-2.xlsx

## Page 1

|Basic Material|Changed By|Business Partner|Organizational Unit|Changed on|Company Created|Created by|Created on|Desc. in English (as of 11.2025)|Old description|Ext. Matl Group|Material group|Material type||Purchasing document|Purchase doc Item|Purchasing org.||Size/Dimension|Vendor||Material|Counter of PO|Counter of Material|PO Value|PO Quantity|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GATE VALVE|#|#|GATE VALVE|ZRH8|Purchased finished|45829459|80|US02|Comptec|2"-150# GATE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215341|1|1|$ 525.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GATE VALVE|#|#|GATE VALVE|ZRH8|Purchased finished|45833105|30|US02|Comptec|2"-150# GATE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215341|1|1|$ 1,575.00|3 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GATE VALVE|#|#|GATE VALVE|ZRH8|Purchased finished|45836053|10|US02|Comptec|2"-150# GATE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215341|1|1|$ 525.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GLOBE VALVE|#|#|GLOBE VALVE|ZRH8|Purchased finished|45829459|40|US02|Comptec|1-1/2"-150# GLOBE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215343|1|1|$ 1,975.00|5 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GLOBE VALVE|#|#|GLOBE VALVE|ZRH8|Purchased finished|45833105|40|US02|Comptec|1-1/2"-150# GLOBE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215343|1|1|$ 1,580.00|4 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-SCHPETE|06/17/2025|MACHINE TOOLS|INDICATOR POINT SET 14 PCS|#|MACHINE TOOL|ZRH8|Purchased finished|45822887|10|US02|Comptec|INDICATOR POINT SET 14 PCS|1100003885|MIDWAY TOOL & ABRASIVE/NEWCO PROD|1314215033|1|1|$ 375.00|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-SCHPETE|06/30/2025|MACHINE TOOLS|#4-40 UNC 2 FLT MOD BOT 2BX|#|MACHINE TOOL|ZRH8|Purchased finished|45822887|30|US02|Comptec|#4-40 UNC 2 FLT MOD BOT 2BX|1100003885|MIDWAY TOOL & ABRASIVE/NEWCO PROD|1314215321|1|1|$ 241.25|5 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-SCHPETE|06/30/2025|MACHINE TOOLS|#8-32 UNC 2 FLT PLUG TAP 2B|#|MACHINE TOOL|ZRH8|Purchased finished|45822887|20|US02|Comptec|#8-32 UNC 2 FLT PLUG TAP 2B|1100003885|MIDWAY TOOL & ABRASIVE/NEWCO PROD|1314215320|1|1|$ 124.50|5 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-SCHPETE|06/30/2025|MACHINE TOOLS|9.5MM OD X 6.2MM ID X .5MM THICK|#|MACHINE TOOL|ZRH8|Purchased finished|45822887|40|US02|Comptec|9.5MM OD X 6.2MM ID X .5MM THICK|1100003885|MIDWAY TOOL & ABRASIVE/NEWCO PROD|1314215325|1|1|$ 10.30|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-WILTRIS|02/12/2025|MULTIPLE CABLE GLAND|CABLE, ELECTRICAL|#|MULTIPLE CABLE GLAND|ZRH8|Purchased finished|45814890|10|US02|Comptec|HERM SEALED 24 CBL 3' WHITE TC|1100002055|DOUGLAS ELECTRICAL COMPONENTS|1314209755|1|1|$ 4,850.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/02/2025|Atlas Copco Comptec LLC|TBI-WILTRIS|02/12/2025|MULTIPLE CABLE GLAND|CABLE, ELECTRICAL|#|MULTIPLE CABLE GLAND|ZRH8|Purchased finished|45822349|10|US02|Comptec|HERM SEALED 24 CBL 3' WHITE TC|1100002055|DOUGLAS ELECTRICAL COMPONENTS|1314209755|1|1|$ 4,850.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/03/2025|Atlas Copco Comptec LLC|TBI-COMJOSE|06/04/2025|HEAT EXCHANGER AIR COOLED|#|#|HEAT EXCHANGER AIR COOLED|ZRH8|Purchased finished|45822475|10|US02|Comptec|OIL\&GAS COOLER COMB,ASME,API,CEC|1100004552|AXH Air Coolers|1314214746|1|1|$ 311,302.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/03/2025|Atlas Copco Comptec LLC|TBI-COMJOSE|06/04/2025|HEAT EXCHANGER AIR COOLED|#|#|HEAT EXCHANGER AIR COOLED|ZRH8|Purchased finished|45822475|20|US02|Comptec|OIL\&GAS COOLER COMB,ASME,API,CEC|1100004552|AXH Air Coolers|1314214746|1|1|$ 311,302.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/03/2025|Atlas Copco Comptec LLC|TBI-SCHPETE|07/02/2025|MACHINE TOOLS|100MM X 75MM BN CENTER #4MT|#|MACHINE TOOL|ZRH8|Purchased finished|45823039|10|US02|Comptec|100MM X 75MM BN CENTER #4MT|1100003885|MIDWAY TOOL & ABRASIVE/NEWCO PROD|1314215445|1|1|$ 2,520.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/09/2025|Atlas Copco Comptec LLC|TBI-STOMATT|06/26/2025|FLEXIBLE DISC COUPLING|#|#|FLEXIBLE DISC COUPLING|ZRH8|Purchased finished|45826465|10|US02|Comptec|FLEX DISC 30" DBSE 2583 HP|1100005185|Flender Corporation|1314215250|1|1|$ 3,542.95|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/09/2025|Atlas Copco Comptec LLC|TBI-STOMATT|06/26/2025|FLEXIBLE DISC COUPLING|#|#|FLEXIBLE DISC COUPLING|ZRH8|Purchased finished|45826465|20|US02|Comptec|FLEX DISC 30" DBSE 2583 HP|1100005185|Flender Corporation|1314215250|1|1|$ 3,542.95|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/09/2025|Atlas Copco Comptec LLC|TBI-STOMATT|06/26/2025|FLEXIBLE DISC COUPLING|#|#|FLEXIBLE DISC COUPLING|ZRH8|Purchased finished|45826465|30|US02|Comptec|FLEX DISC 30" DBSE 2583 HP|1100005185|Flender Corporation|1314215250|1|1|$ 3,542.95|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/09/2025|Atlas Copco Comptec LLC|TBI-STOMATT|06/26/2025|FLEXIBLE DISC COUPLING|#|#|FLEXIBLE DISC COUPLING|ZRH8|Purchased finished|45826465|40|US02|Comptec|FLEX DISC 30" DBSE 2583 HP|1100005185|Flender Corporation|1314215250|1|1|$ 3,542.95|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/11/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|07/10/2025|BUTTERFLY VALVE|#|#|BUTTERFLY VALVE|ZRH8|Purchased finished|45823740|10|US02|Comptec|STYLE 47, 10"-300# SEE PO TEXT|1100006379|PEERLESS MILL SUPPLY CO. INC|1314215526|1|1|$ 4,153.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/15/2025|Atlas Copco Comptec LLC|TBI-LLAZEUS|02/07/2025|BEARING, JNL/DBL THR TILT PAD|#|#|BEARING,|ZHB1|Assembly made in-house|45816842|30|US02|Comptec|2.375ID X 2.375LG|1100003895|WAUKESHA BEARINGS CORPORATION|1314209639|1|1|$ 10,758.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/15/2025|Atlas Copco Comptec LLC|TBI-LLAZEUS|02/07/2025|BEARING, JNL/DBL THR TILT PAD|#|#|BEARING,|ZHB1|Assembly made in-house|45816842|40|US02|Comptec|2.375ID X 2.375LG|1100003895|WAUKESHA BEARINGS CORPORATION|1314209639|1|1|$ 10,758.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/15/2025|Atlas Copco Comptec LLC|TBI-LLAZEUS|02/07/2025|BEARING, JOURNAL TILT PAD|#|#|BEARING,|ZHB1|Assembly made in-house|45816842|10|US02|Comptec|2.375ID X 2.375LG|1100003895|WAUKESHA BEARINGS CORPORATION|1314209638|1|1|$ 5,420.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/15/2025|Atlas Copco Comptec LLC|TBI-LLAZEUS|02/07/2025|BEARING, JOURNAL TILT PAD|#|#|BEARING,|ZHB1|Assembly made in-house|45816842|20|US02|Comptec|2.375ID X 2.375LG|1100003895|WAUKESHA BEARINGS CORPORATION|1314209638|1|1|$ 5,420.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/15/2025|Atlas Copco Comptec LLC|TBI-ZAFMUHA|04/10/2025|JUNCTION BOX|ELECTRICAL ENCL HAZ ASSY, TERMINAL|#|JUNCTION BOX|ZHB1|Assembly made in-house|45816293|60|US02|Comptec|SURGE ALERT BOX|1101010324|SMITH CONTROL SYSTEMS, INC|1314212891|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/15/2025|Atlas Copco Comptec LLC|TBI-ZAFMUHA|04/10/2025|JUNCTION BOX|ELECTRICAL ENCL HAZ ASSY, TERMINAL|#|JUNCTION BOX|ZHB1|Assembly made in-house|45825204|20|US02|Comptec|SURGE ALERT BOX|1101010324|SMITH CONTROL SYSTEMS, INC|1314212891|1|1|$ 1,172.10|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/23/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|02/03/2025|BRACKET, FABRICATION|#|#|BRACKET,|ZHB1|Assembly made in-house|45816342|10|US02|Comptec|DEMISTER STRAP SUPPORT|1100002006|ATLANTIS EQUIPMENT CORPORATION|1314209583|1|1|$ 330.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/23/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|02/03/2025|BRACKET, FABRICATION|#|#|BRACKET,|ZHB1|Assembly made in-house|45816342|20|US02|Comptec|DEMISTER STRAP SUPPORT|1100002006|ATLANTIS EQUIPMENT CORPORATION|1314209583|1|1|$ 330.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/23/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|02/03/2025|BRACKET, FABRICATION|#|#|BRACKET,|ZHB1|Assembly made in-house|45816342|30|US02|Comptec|DEMISTER STRAP SUPPORT|1100002006|ATLANTIS EQUIPMENT CORPORATION|1314209583|1|1|$ 330.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/25/2025|Atlas Copco Comptec LLC|TBI-SCHPETE|07/24/2025|MACHINE TOOLS|HEIGHT GAGE ACCESSORIES#3 SCRIBE CLAMP|#|MACHINE TOOL|ZRH8|Purchased finished|45825402|10|US02|Comptec|HEIGHT GAGE ACCESSORIES#3 SIZE|1100001858|MSC INDUSTRIAL SUPPLY COMPANY|1314215796|1|1|$ 138.88|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/28/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|07/22/2025|HAND TOOLS|#|#|HAND TOOL|ZRH8|Purchased finished|45825235|30|US02|Comptec|SNAP-ON VO2022B, 5/8-11/16 ENDWR|1100001925|SNAP-ON TOOLS CORPORATION|1314215768|1|1|$ 41.40|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/28/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|07/22/2025|HAND TOOLS|#|#|HAND TOOL|ZRH8|Purchased finished|45825235|40|US02|Comptec|SNAP-ON SL80A 1/2" DR 80T LNG RA|1100001925|SNAP-ON TOOLS CORPORATION|1314215777|1|1|$ 202.95|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/28/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|07/22/2025|HAND TOOLS|#|#|HAND TOOL|ZRH8|Purchased finished|45825235|50|US02|Comptec|SNAP-ON BLPSM1217, 17MM SHL SKT|1100001925|SNAP-ON TOOLS CORPORATION|1314215775|1|1|$ 9.32|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/28/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|07/22/2025|HAND TOOLS|#|#|HAND TOOL|ZRH8|Purchased finished|45825235|60|US02|Comptec|SNAP-ON BLPCWM10B, COMBO WRENCH|1100001925|SNAP-ON TOOLS CORPORATION|1314215772|1|1|$ 22.73|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/28/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|07/22/2025|HAND TOOLS|#|#|HAND TOOL|ZRH8|Purchased finished|45825235|70|US02|Comptec|SNAP-ON BLPSM1219, 19MM SHL SKT|1100001925|SNAP-ON TOOLS CORPORATION|1314215773|1|1|$ 9.32|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/28/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|07/22/2025|HAND TOOLS|#|#|HAND TOOL|ZRH8|Purchased finished|45825235|80|US02|Comptec|SNAP-ON VO1618B, 1/2-9/16 ENDWR|1100001925|SNAP-ON TOOLS CORPORATION|1314215770|1|1|$ 33.30|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/28/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|07/22/2025|HAND TOOLS|#|#|HAND TOOL|ZRH8|Purchased finished|45825235|90|US02|Comptec|SNAP-ON BLPBB1215, 15" BRK BAR|1100001925|SNAP-ON TOOLS CORPORATION|1314215776|1|1|$ 68.40|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/28/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|07/22/2025|HAND TOOLS|#|#|HAND TOOL|ZRH8|Purchased finished|45825235|100|US02|Comptec|SNAP-ON BLPSM1218, 18MM SHL SKT|1100001925|SNAP-ON TOOLS CORPORATION|1314215774|1|1|$ 9.32|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/29/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|05/23/2025|SUPPORT BRACKET|SUPPORT|#|SUPPORT BRACKET|ZRH8|Purchased finished|45826138|10|US02|Comptec|T.1742 INLET SPRING SUPPORT ASSY|1100006523|Piping Technology & Products, Inc|1314214644|1|1|$ 2,257.38|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/29/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|05/23/2025|SUPPORT BRACKET|SUPPORT|#|SUPPORT BRACKET|ZRH8|Purchased finished|45826138|20|US02|Comptec|T.1742 DISCH SPRING SUPPORT ASSY|1100006523|Piping Technology & Products, Inc|1314214645|1|1|$ 2,430.33|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/30/2025|Atlas Copco Comptec LLC|TBI-LIEMICH|07/14/2025|MV MOTOR|#|#|MV MOTOR|ZRH8|Purchased finished|45837152|10|US02|Comptec|4300KW,3575RPM,6600V,60HZ,WPII|1100005916|Hd Hyundai Electric America Corpora|1314215655|1|1|$ 193,000.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|07/30/2025|Atlas Copco Comptec LLC|TBI-LIEMICH|07/14/2025|MV MOTOR|#|#|MV MOTOR|ZRH8|Purchased finished|45837152|20|US02|Comptec|4300KW,3575RPM,6600V,60HZ,WPII|1100005916|Hd Hyundai Electric America Corpora|1314215655|1|1|$ 193,000.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/01/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|07/31/2025|CABLE GLAND ACCESSORY|#|#|CABLE GLAND ACCESSORY|ZRH8|Purchased finished|45826294|90|US02|Comptec|SEAL WASHER EXTERNAL, 1"|1100002538|REXEL USA, INC DBA Gexpro|1314215951|1|1|$ 8.82|6 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/01/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|07/31/2025|CABLE GLAND ACCESSORY|#|#|CABLE GLAND ACCESSORY|ZRH8|Purchased finished|45826294|100|US02|Comptec|SEAL WASHER EXTERNAL, 1"|1100002538|REXEL USA, INC DBA Gexpro|1314215951|1|1|$ 8.82|6 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/01/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|07/31/2025|CABLE GLAND ACCESSORY|#|#|CABLE GLAND ACCESSORY|ZRH8|Purchased finished|45826294|110|US02|Comptec|SEAL WASHER EXTERNAL, 1.5"|1100002538|REXEL USA, INC DBA Gexpro|1314215952|1|1|$ 11.48|4 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/01/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|07/31/2025|CABLE GLAND ACCESSORY|#|#|CABLE GLAND ACCESSORY|ZRH8|Purchased finished|45826294|120|US02|Comptec|SEAL WASHER EXTERNAL, 1.5"|1100002538|REXEL USA, INC DBA Gexpro|1314215952|1|1|$ 11.48|4 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/01/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|07/31/2025|CABLE GLAND ACCESSORY|#|#|CABLE GLAND ACCESSORY|ZRH8|Purchased finished|45826294|130|US02|Comptec|LOCKNUT, 1" NPT|1100002538|REXEL USA, INC DBA Gexpro|1314215954|1|1|$ 61.02|6 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/01/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|07/31/2025|CABLE GLAND ACCESSORY|#|#|CABLE GLAND ACCESSORY|ZRH8|Purchased finished|45826294|140|US02|Comptec|LOCKNUT, 1" NPT|1100002538|REXEL USA, INC DBA Gexpro|1314215954|1|1|$ 61.02|6 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/01/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|07/31/2025|CABLE GLAND ACCESSORY|#|#|CABLE GLAND ACCESSORY|ZRH8|Purchased finished|45826294|150|US02|Comptec|LOCKNUT, 1.5" NPT|1100002538|REXEL USA, INC DBA Gexpro|1314215955|1|1|$ 81.12|4 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/01/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|07/31/2025|CABLE GLAND ACCESSORY|#|#|CABLE GLAND ACCESSORY|ZRH8|Purchased finished|45826294|160|US02|Comptec|LOCKNUT, 1.5" NPT|1100002538|REXEL USA, INC DBA Gexpro|1314215955|1|1|$ 81.12|4 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|02/03/2025|SUPPORT BRACKET|SUPPORT|#|SUPPORT BRACKET|ZRH8|Purchased finished|45807751|10|US02|Comptec|T.1695 SPRING SUPPORT ASSEMBLY|1100006523|Piping Technology & Products, Inc|1314209573|1|1|$ 848.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|02/03/2025|SUPPORT BRACKET|SUPPORT|#|SUPPORT BRACKET|ZRH8|Purchased finished|45807751|20|US02|Comptec|T.1695 SPRING SUPPORT ASSEMBLY|1100006523|Piping Technology & Products, Inc|1314209573|1|1|$ 848.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|02/03/2025|SUPPORT BRACKET|SUPPORT|#|SUPPORT BRACKET|ZRH8|Purchased finished|45818759|10|US02|Comptec|T.1695 SPRING SUPPORT ASSEMBLY|1100006523|Piping Technology & Products, Inc|1314209573|1|1|$ 848.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|02/03/2025|SUPPORT BRACKET|SUPPORT|#|SUPPORT BRACKET|ZRH8|Purchased finished|45818759|20|US02|Comptec|T.1695 SPRING SUPPORT ASSEMBLY|1100006523|Piping Technology & Products, Inc|1314209573|1|1|$ 848.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|01/29/2025|DIFFERENTIAL PRESSURE TRANSMITTER|TRANSMITTER|#|DIFFERENTIAL PRESSURE TRANSMITTER|ZRH8|Purchased finished|45824669|40|US02|Comptec|DP 0-3.45 BARD 3051CD W/MAN|1100001921|ROSEMOUNT INCORPORATED|1314209550|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|01/29/2025|DIFFERENTIAL PRESSURE TRANSMITTER|TRANSMITTER|#|DIFFERENTIAL PRESSURE TRANSMITTER|ZRH8|Purchased finished|45824669|50|US02|Comptec|DP 0-3.45 BARD 3051CD W/MAN|1100001921|ROSEMOUNT INCORPORATED|1314209550|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|01/29/2025|DIFFERENTIAL PRESSURE TRANSMITTER|TRANSMITTER|#|DIFFERENTIAL PRESSURE TRANSMITTER|ZRH8|Purchased finished|45825200|40|US02|Comptec|DP 0-3.45 BARD 3051CD W/MAN|1100006533|EMERSON LLLP|1314209550|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|01/29/2025|DIFFERENTIAL PRESSURE TRANSMITTER|TRANSMITTER|#|DIFFERENTIAL PRESSURE TRANSMITTER|ZRH8|Purchased finished|45825200|50|US02|Comptec|DP 0-3.45 BARD 3051CD W/MAN|1100006533|EMERSON LLLP|1314209550|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|01/29/2025|DIFFERENTIAL PRESSURE TRANSMITTER|TRANSMITTER|#|DIFFERENTIAL PRESSURE TRANSMITTER|ZRH8|Purchased finished|45829788|20|US02|Comptec|DP 0-3.45 BARD 3051CD W/MAN|1100006533|EMERSON LLLP|1314209550|1|1|$ 3,121.05|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|01/29/2025|DIFFERENTIAL PRESSURE TRANSMITTER|TRANSMITTER|#|DIFFERENTIAL PRESSURE TRANSMITTER|ZRH8|Purchased finished|45832374|20|US02|Comptec|DP 0-3.45 BARD 3051CD W/MAN|1100006533|EMERSON LLLP|1314209550|1|1|$ 3,169.31|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|03/04/2025|PRESSURE TRANSMITTER|TRANSMITTER|#|PRESSURE TRANSMITTER|ZRH8|Purchased finished|45825674|40|US02|Comptec|PIT, 0-10 BARG, 3051TG, W/MAN|1100006533|EMERSON LLLP|1314210486|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|03/04/2025|PRESSURE TRANSMITTER|TRANSMITTER|#|PRESSURE TRANSMITTER|ZRH8|Purchased finished|45832374|90|US02|Comptec|PIT, 0-10 BARG, 3051TG, W/MAN|1100006533|EMERSON LLLP|1314210486|1|1|$ 2,339.39|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|03/25/2025|PRESSURE TRANSMITTER|TRANSMITTER|#|PRESSURE TRANSMITTER|ZRH8|Purchased finished|45826299|50|US02|Comptec|PIT 0-6.9 BARG, 3051T|1100006533|EMERSON LLLP|1314212643|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|03/25/2025|PRESSURE TRANSMITTER|TRANSMITTER|#|PRESSURE TRANSMITTER|ZRH8|Purchased finished|45832374|190|US02|Comptec|PIT 0-6.9 BARG, 3051T|1100006533|EMERSON LLLP|1314212643|1|1|$ 4,598.54|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-LAMETHA|05/22/2025|TEMPERATURE TRANSMITTER|TRANSMITTER|#|TEMPERATURE TRANSMITTER|ZRH8|Purchased finished|45825391|60|US02|Comptec|TEMP, 0-100C, 3144P|1100006533|EMERSON LLLP|1314213979|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/04/2025|Atlas Copco Comptec LLC|TBI-LAMETHA|05/22/2025|TEMPERATURE TRANSMITTER|TRANSMITTER|#|TEMPERATURE TRANSMITTER|ZRH8|Purchased finished|45829788|120|US02|Comptec|TEMP, 0-100C, 3144P|1100006533|EMERSON LLLP|1314213979|1|1|$ 1,856.31|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/05/2025|Atlas Copco Comptec LLC|TBI-LAMETHA|04/10/2025|PRESSURE TRANSMITTER|TRANSMITTER|#|PRESSURE TRANSMITTER|ZRH8|Purchased finished|45825391|10|US02|Comptec|PIT 0-344MBARG, 3051T|1100006533|EMERSON LLLP|1314212894|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/05/2025|Atlas Copco Comptec LLC|TBI-LAMETHA|04/10/2025|PRESSURE TRANSMITTER|TRANSMITTER|#|PRESSURE TRANSMITTER|ZRH8|Purchased finished|45829788|150|US02|Comptec|PIT 0-344MBARG, 3051T|1100006533|EMERSON LLLP|1314212894|1|1|$ 2,496.01|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/05/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|07/28/2025|TEMPERATURE TRANSMITTER|#|#|TEMPERATURE TRANSMITTER|ZRH8|Purchased finished|45830837|110|US02|Comptec|3144P 0 TO 100°C|1100006533|EMERSON LLLP|1314215881|1|1|$ 0.00|4 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/05/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|07/28/2025|TEMPERATURE TRANSMITTER|#|#|TEMPERATURE TRANSMITTER|ZRH8|Purchased finished|45830837|120|US02|Comptec|3144P 0 TO 200°C|1100006533|EMERSON LLLP|1314215882|1|1|$ 0.00|5 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/05/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|07/29/2025|TEMPERATURE INDICATOR|#|#|TEMPERATURE INDICATOR|ZRH8|Purchased finished|45834881|50|US02|Comptec|-40 TO 160C, 5"DIAL, 9" STEM|1101010279|R.L. STONE COMPANY INC.|1314215896|1|1|$ 180.00|1 PC|
